nickname,age,height,partidas_jogadas,distancia_total_m,aceleracao_maxima_ms2,aceleracao_media_positiva_ms2,hsr_count,sprint_count,alta_aceleracao_count,aceleracao_explosiva_count,player_id,team_name,distancia_total_m_por_partida,hsr_count_por_partida,sprint_count_por_partida,alta_aceleracao_count_por_partida,aceleracao_explosiva_count_por_partida,cluster,player_key,Days Missed,total_days_3y,n_events_3y,severity_idx,injury_events,top_injury,_merge
Matheus Pereira,27,175.0,15,7600.88,26.34,2.42,0.0,0.0,8.4,12.33,2044,Cruzeiro,506.72533333333337,0.0,0.0,0.56,0.822,1,matheuspereiracruzeiro,101.0,204.0,3.0,204.0,3.0,Knee injury,both
William,28,176.0,32,8748.67,25.18,2.3,0.0,0.0,13.94,17.56,4995,Cruzeiro,273.3959375,0.0,0.0,0.435625,0.54875,1,williamcruzeiro,901.0,0.0,0.0,0.0,5.0,,both
Rafael,33,186.0,36,4400.48,21.69,1.29,0.0,0.0,1.53,1.94,6918,Cruzeiro,122.23555555555556,0.0,0.0,0.0425,0.0538888888888888,0,rafaelcruzeiro,,,,,,,left_only
Joao Marcelo,23,189.0,5,3522.11,31.62,2.19,0.0,0.0,4.8,5.2,8545,Cruzeiro,704.422,0.0,0.0,0.96,1.04,1,joaomarcelocruzeiro,148.0,0.0,0.0,0.0,1.0,,both
Arthur Gomes,25,174.0,20,7287.42,25.89,2.44,0.0,0.0,12.1,13.15,11624,Cruzeiro,364.371,0.0,0.0,0.605,0.6575,1,arthurgomescruzeiro,124.0,0.0,0.0,0.0,3.0,,both
Paulo Vitor,24,170.0,8,1970.09,28.24,2.56,0.0,0.0,4.12,3.5,11867,Cruzeiro,246.26125,0.0,0.0,0.515,0.4375,1,paulovitorcruzeiro,,,,,,,left_only
Marlon,26,178.0,35,9536.97,23.62,2.37,0.0,0.0,12.97,15.6,12963,Cruzeiro,272.48485714285715,0.0,0.0,0.3705714285714286,0.4457142857142857,1,marloncruzeiro,120.0,0.0,0.0,0.0,6.0,,both
Helibelton Palacios,30,181.0,10,6765.63,25.27,2.37,0.0,0.0,12.8,11.9,13239,Cruzeiro,676.563,0.0,0.0,1.28,1.19,1,helibeltonpalacioscruzeiro,,,,,,,left_only
Matheus Jussa,27,183.0,24,8218.4,24.18,2.28,0.0,0.0,10.67,15.17,16188,Cruzeiro,342.43333333333334,0.0,0.0,0.4445833333333333,0.6320833333333333,1,matheusjussacruzeiro,,,,,,,left_only
Anderson Paixão,25,190.0,1,3338.94,19.19,1.02,0.0,0.0,0.0,0.0,18510,Cruzeiro,3338.94,0.0,0.0,0.0,0.0,0,andersonpaixaocruzeiro,,,,,,,left_only
Lucas Oliveira,27,187.0,15,8192.55,23.18,1.97,0.0,0.0,13.53,15.6,18512,Cruzeiro,546.17,0.0,0.0,0.902,1.04,1,lucasoliveiracruzeiro,,,,,,,left_only
Reynaldo,26,186.0,2,3616.4,22.87,2.31,0.0,0.0,5.0,4.0,18513,Cruzeiro,1808.2,0.0,0.0,2.5,2.0,1,reynaldocruzeiro,,,,,,,left_only
Neris,31,192.0,26,8296.58,24.54,2.18,0.0,0.0,9.04,10.5,18514,Cruzeiro,319.0992307692308,0.0,0.0,0.3476923076923076,0.4038461538461538,1,neriscruzeiro,,,,,,,left_only
Luciano Castán,33,187.0,35,9030.54,23.3,2.14,0.0,0.0,12.03,13.74,18515,Cruzeiro,258.0154285714286,0.0,0.0,0.3437142857142857,0.3925714285714285,1,lucianocastancruzeiro,,,,,,,left_only
Kaiki,20,172.0,8,3109.58,22.63,2.33,0.0,0.0,5.12,6.5,18516,Cruzeiro,388.6975,0.0,0.0,0.64,0.8125,1,kaikicruzeiro,69.0,0.0,0.0,0.0,1.0,,both
Igor Formiga,24,175.0,3,3318.07,24.78,2.31,0.0,0.0,6.0,8.33,18518,Cruzeiro,1106.0233333333333,0.0,0.0,2.0,2.776666666666667,1,igorformigacruzeiro,,,,,,,left_only
Richard,29,191.0,4,9959.24,24.42,2.06,0.0,0.0,23.5,23.5,18519,Cruzeiro,2489.81,0.0,0.0,5.875,5.875,2,richardcruzeiro,,,,,,,left_only
Wallisson,25,184.0,10,4189.06,22.92,2.11,0.0,0.0,11.6,10.0,18520,Cruzeiro,418.90600000000006,0.0,0.0,1.16,1.0,1,wallissoncruzeiro,,,,,,,left_only
Filipe Machado,27,174.0,34,7091.13,23.46,2.12,0.0,0.0,10.97,10.38,18521,Cruzeiro,208.56264705882356,0.0,0.0,0.3226470588235294,0.3052941176470588,1,filipemachadocruzeiro,,,,,,,left_only
Ramiro,29,169.0,5,8279.71,25.71,2.13,0.0,0.0,16.6,16.8,18522,Cruzeiro,1655.9419999999998,0.0,0.0,3.3200000000000003,3.3600000000000003,1,ramirocruzeiro,,,,,,,left_only
Fernando Henrique,22,182.0,7,2545.95,22.42,2.22,0.0,0.0,5.0,5.57,18523,Cruzeiro,363.70714285714286,0.0,0.0,0.7142857142857143,0.7957142857142857,1,fernandohenriquecruzeiro,,,,,,,left_only
Neto Moura,26,176.0,12,4482.22,23.15,2.03,0.0,0.0,10.0,10.83,18524,Cruzeiro,373.5183333333334,0.0,0.0,0.8333333333333334,0.9025,1,netomouracruzeiro,,,,,,,left_only
Ian Luccas,20,188.0,14,4150.0,24.76,2.39,0.0,0.0,5.79,8.79,18525,Cruzeiro,296.42857142857144,0.0,0.0,0.4135714285714286,0.6278571428571428,1,ianluccascruzeiro,,,,,,,left_only
Mateus Vital,25,175.0,32,6773.49,25.28,2.24,0.0,0.0,11.19,14.69,18526,Cruzeiro,211.6715625,0.0,0.0,0.3496875,0.4590625,1,mateusvitalcruzeiro,,,,,,,left_only
Nikão,31,174.0,21,4247.23,25.11,2.25,0.0,0.0,5.57,7.71,18527,Cruzeiro,202.2490476190476,0.0,0.0,0.2652380952380953,0.3671428571428571,1,nikaocruzeiro,,,,,,,left_only
Daniel Júnior,21,177.0,3,1559.1,22.11,2.27,0.0,0.0,2.33,5.0,18528,Cruzeiro,519.6999999999999,0.0,0.0,0.7766666666666667,1.6666666666666667,1,danieljuniorcruzeiro,,,,,,,left_only
Stênio,20,180.0,13,2913.56,22.97,2.33,0.0,0.0,5.15,8.92,18530,Cruzeiro,224.12,0.0,0.0,0.3961538461538462,0.6861538461538461,1,steniocruzeiro,,,,,,,left_only
Rafael Bilu,24,174.0,4,2526.56,23.15,2.25,0.0,0.0,8.0,4.75,18531,Cruzeiro,631.64,0.0,0.0,2.0,1.1875,1,rafaelbilucruzeiro,,,,,,,left_only
Gilberto,34,178.0,19,5783.46,23.14,2.13,0.0,0.0,11.63,12.37,18568,Cruzeiro,304.3926315789474,0.0,0.0,0.6121052631578948,0.6510526315789473,1,gilbertocruzeiro,,,,,,,left_only
Wesley,24,175.0,28,6569.02,24.1,2.32,0.0,0.0,11.25,14.43,18576,Cruzeiro,234.6078571428572,0.0,0.0,0.4017857142857143,0.5153571428571428,1,wesleycruzeiro,,,,,,,left_only
Lucas Silva,30,181.0,20,8450.31,24.01,2.27,0.0,0.0,11.2,14.4,18578,Cruzeiro,422.5155,0.0,0.0,0.5599999999999999,0.72,1,lucassilvacruzeiro,177.0,0.0,0.0,0.0,1.0,,both
Bruno Rodrigues,26,177.0,34,8932.72,23.45,2.38,0.0,0.0,12.24,15.76,18579,Cruzeiro,262.7270588235294,0.0,0.0,0.36,0.4635294117647058,1,brunorodriguescruzeiro,,,,,,,left_only
Henrique Dourado,33,186.0,10,2895.56,21.82,2.03,0.0,0.0,5.1,4.2,18719,Cruzeiro,289.556,0.0,0.0,0.51,0.42,1,henriquedouradocruzeiro,,,,,,,left_only
Robert,18,180.4719562243502,9,2672.32,21.68,2.47,0.0,0.0,6.78,4.33,19334,Cruzeiro,296.9244444444445,0.0,0.0,0.7533333333333334,0.4811111111111111,1,robertcruzeiro,,,,,,,left_only
Rafael Elias,24,179.0,12,4627.23,22.73,2.29,0.0,0.0,6.67,8.33,20673,Cruzeiro,385.6025,0.0,0.0,0.5558333333333333,0.6941666666666667,1,rafaeleliascruzeiro,,,,,,,left_only
João Pedro,20,178.0,1,1912.96,22.48,2.89,0.0,0.0,4.0,3.0,24307,Cruzeiro,1912.96,0.0,0.0,4.0,3.0,1,joaopedrocruzeiro,,,,,,,left_only
Luis Fernando,18,175.0,1,1382.01,22.07,2.45,0.0,0.0,4.0,4.0,24319,Cruzeiro,1382.01,0.0,0.0,4.0,4.0,1,luisfernandocruzeiro,,,,,,,left_only
Japa,19,186.0,7,6056.17,22.93,2.38,0.0,0.0,8.0,12.43,24320,Cruzeiro,865.1671428571428,0.0,0.0,1.1428571428571428,1.7757142857142856,1,japacruzeiro,287.0,0.0,0.0,0.0,3.0,,both
Higor Meritão,29,186.0,8,3750.83,23.16,2.23,0.0,0.0,5.75,9.88,3533,Goiás,468.85375,0.0,0.0,0.71875,1.235,1,higormeritaogoias,,,,,,,left_only
Allano,28,182.0,19,7172.34,25.66,2.26,0.0,0.0,15.79,16.16,11608,Goiás,377.49157894736845,0.0,0.0,0.8310526315789474,0.8505263157894737,1,allanogoias,,,,,,,left_only
Anderson Oliveira,25,169.0,20,7306.51,23.9,2.27,0.0,0.0,11.6,14.05,11652,Goiás,365.3255,0.0,0.0,0.58,0.7025,1,andersonoliveiragoias,,,,,,,left_only
Raphael Guzzo,28,178.0,14,5335.14,24.46,2.14,0.14,0.0,7.43,10.64,11678,Goiás,381.0814285714286,0.01,0.0,0.5307142857142857,0.76,1,raphaelguzzogoias,,,,,,,left_only
Matheus Babi,26,191.0,17,5973.72,23.06,2.26,0.0,0.0,9.59,12.53,13417,Goiás,351.3952941176471,0.0,0.0,0.5641176470588235,0.7370588235294118,1,matheusbabigoias,,,,,,,left_only
Tadeu,31,184.0,35,4589.0,21.49,1.37,0.0,0.0,2.77,2.94,17979,Goiás,131.11428571428573,0.0,0.0,0.0791428571428571,0.084,0,tadeugoias,19.0,19.0,1.0,19.0,1.0,Broken finger,both
Marcelo Rangel,34,186.0,3,4004.46,21.42,1.16,0.0,0.0,0.33,4.0,17980,Goiás,1334.82,0.0,0.0,0.11,1.3333333333333333,0,marcelorangelgoias,,,,,,,left_only
Lucas Halter,23,188.0,30,8743.65,25.51,2.1,0.0,0.0,10.0,13.27,17982,Goiás,291.455,0.0,0.0,0.3333333333333333,0.4423333333333333,1,lucashaltergoias,,,,,,,left_only
Sidimar,31,185.0,18,5818.89,22.87,2.07,0.0,0.0,7.11,8.06,17985,Goiás,323.2716666666667,0.0,0.0,0.395,0.4477777777777778,1,sidimargoias,,,,,,,left_only
Edu,23,185.0,9,4920.01,21.9,2.06,0.0,0.0,5.22,7.22,17986,Goiás,546.6677777777778,0.0,0.0,0.58,0.8022222222222222,1,edugoias,,,,,,,left_only
Bruno Melo,30,183.0,33,8827.37,23.92,2.12,0.0,0.0,10.73,13.15,17988,Goiás,267.4960606060606,0.0,0.0,0.3251515151515152,0.3984848484848485,1,brunomelogoias,,,,,,,left_only
Sander,32,177.0,21,7942.71,23.98,2.38,0.0,0.0,12.62,15.57,17989,Goiás,378.2242857142857,0.0,0.0,0.6009523809523809,0.7414285714285714,1,sandergoias,,,,,,,left_only
Bruno Santos,30,182.0,8,6160.82,23.65,2.33,0.0,0.0,8.75,11.0,17990,Goiás,770.1025,0.0,0.0,1.09375,1.375,1,brunosantosgoias,,,,,,,left_only
Maguinho,31,175.0,34,9233.78,23.42,2.29,0.03,0.0,12.35,16.44,17991,Goiás,271.5817647058824,0.0008823529411764,0.0,0.363235294117647,0.4835294117647059,1,maguinhogoias,,,,,,,left_only
Willian Oliveira,30,179.0,31,8367.64,23.28,2.16,0.0,0.0,13.74,16.06,17992,Goiás,269.9238709677419,0.0,0.0,0.4432258064516129,0.5180645161290323,1,willianoliveiragoias,,,,,,,left_only
Zé Ricardo,24,180.0,13,9095.95,25.54,2.09,0.0,0.0,16.69,15.69,17993,Goiás,699.6884615384616,0.0,0.0,1.283846153846154,1.206923076923077,1,zericardogoias,,,,,,,left_only
Jhonny Lucas,23,170.0,2,1572.38,23.68,2.22,0.0,0.0,5.5,2.0,17995,Goiás,786.19,0.0,0.0,2.75,1.0,1,jhonnylucasgoias,,,,,,,left_only
Fellipe Bastos,33,178.0,1,4191.95,23.62,2.27,0.0,0.0,8.0,5.0,17996,Goiás,4191.95,0.0,0.0,8.0,5.0,2,fellipebastosgoias,,,,,,,left_only
Julián Palacios,24,169.0,27,6385.71,24.04,2.31,0.0,0.0,10.33,11.56,17998,Goiás,236.5077777777778,0.0,0.0,0.3825925925925926,0.4281481481481481,1,julianpalaciosgoias,,,,,,,left_only
Vinícius,30,179.0,23,5534.71,25.85,2.36,0.04,0.0,11.65,10.43,18000,Goiás,240.6395652173913,0.0017391304347826,0.0,0.5065217391304347,0.4534782608695652,1,viniciusgoias,93.0,0.0,0.0,0.0,3.0,,both
Diego Gonçalves,28,182.0,10,4096.69,23.96,2.36,0.0,0.0,8.3,10.0,18001,Goiás,409.669,0.0,0.0,0.8300000000000001,1.0,1,diegogoncalvesgoias,,,,,,,left_only
Pedro Junqueira,19,182.0,4,5818.48,23.86,2.25,0.0,0.0,17.0,13.25,18002,Goiás,1454.62,0.0,0.0,4.25,3.3125,1,pedrojunqueiragoias,,,,,,,left_only
Alesson,24,173.0,23,3492.56,23.26,2.42,0.0,0.0,5.78,6.65,18004,Goiás,151.8504347826087,0.0,0.0,0.2513043478260869,0.2891304347826087,1,alessongoias,,,,,,,left_only
Apodi,36,172.0,13,3464.22,23.97,2.35,0.0,0.0,6.23,5.38,18005,Goiás,266.47846153846154,0.0,0.0,0.4792307692307692,0.4138461538461538,1,apodigoias,,,,,,,left_only
Matheusinho,24,176.0,7,3386.5,23.52,2.35,0.0,0.0,6.0,8.14,18006,Goiás,483.7857142857143,0.0,0.0,0.8571428571428571,1.162857142857143,1,matheusinhogoias,,,,,,,left_only
Matheus Peixoto,27,190.0,13,7025.7,23.78,2.22,0.0,0.0,8.31,11.38,18007,Goiás,540.4384615384615,0.0,0.0,0.6392307692307693,0.8753846153846154,1,matheuspeixotogoias,,,,,,,left_only
Gabriel Novaes,24,183.0,3,3509.46,22.13,2.46,0.0,0.0,3.0,4.67,18008,Goiás,1169.82,0.0,0.0,1.0,1.5566666666666666,1,gabrielnovaesgoias,,,,,,,left_only
Lucas Emmanuel,22,185.0,2,3469.99,22.86,2.34,0.0,0.0,4.0,6.0,18009,Goiás,1734.995,0.0,0.0,2.0,3.0,1,lucasemmanuelgoias,,,,,,,left_only
Breno Herculano,24,189.0,3,3038.19,22.83,2.14,0.0,0.0,5.33,5.67,18010,Goiás,1012.73,0.0,0.0,1.7766666666666666,1.89,1,brenoherculanogoias,,,,,,,left_only
Philippe Costa,23,188.0,4,3164.51,22.59,2.3,0.0,0.0,4.75,6.5,18011,Goiás,791.1275,0.0,0.0,1.1875,1.625,1,philippecostagoias,,,,,,,left_only
Hugo,26,179.0,19,8209.69,24.09,2.32,0.0,0.0,10.16,13.21,18082,Goiás,432.0889473684211,0.0,0.0,0.5347368421052632,0.6952631578947369,1,hugogoias,,,,,,,left_only
Dieguinho,27,175.0,15,7877.3,23.47,2.23,0.0,0.0,10.27,14.0,18084,Goiás,525.1533333333333,0.0,0.0,0.6846666666666666,0.9333333333333332,1,dieguinhogoias,92.0,92.0,1.0,92.0,1.0,Vertebral injury,both
Everton Morelli,25,185.0,32,9463.68,23.55,2.2,0.0,0.0,14.31,20.25,18298,Goiás,295.74,0.0,0.0,0.4471875,0.6328125,1,evertonmorelligoias,,,,,,,left_only
Guilherme,32,174.0,30,7103.73,23.97,2.15,0.03,0.0,10.2,12.9,18594,Goiás,236.791,0.001,0.0,0.3399999999999999,0.43,1,guilhermegoias,,,,,,,left_only
Dodozinho,22,171.0,15,2862.76,23.4,2.26,0.0,0.0,5.4,5.8,18778,Goiás,190.85066666666668,0.0,0.0,0.36,0.3866666666666666,1,dodozinhogoias,,,,,,,left_only
Eduardo Simioni,20,180.4719562243502,1,4953.86,23.11,1.91,0.0,0.0,13.0,7.0,18836,Goiás,4953.86,0.0,0.0,13.0,7.0,2,eduardosimionigoias,,,,,,,left_only
Luís Oyama,26,171.0,9,7361.46,25.97,2.0,0.0,0.0,17.0,11.44,19571,Goiás,817.94,0.0,0.0,1.8888888888888888,1.271111111111111,1,luisoyamagoias,,,,,,,left_only
Joao Magno,26,195.0,19,5808.02,22.58,2.29,0.05,0.0,7.42,11.16,19572,Goiás,305.6852631578948,0.0026315789473684,0.0,0.3905263157894736,0.5873684210526315,1,joaomagnogoias,,,,,,,left_only
Luis Mina,20,187.0,1,4416.67,26.41,1.91,0.0,0.0,6.0,11.0,23248,Goiás,4416.67,0.0,0.0,6.0,11.0,2,luisminagoias,,,,,,,left_only
Denzel Damasceno,20,191.0,1,3155.83,23.14,2.27,0.0,0.0,1.0,6.0,23519,Goiás,3155.83,0.0,0.0,1.0,6.0,1,denzeldamascenogoias,,,,,,,left_only
Xavier,19,180.4719562243502,1,6587.45,22.66,2.28,0.0,0.0,12.0,11.0,24603,Goiás,6587.45,0.0,0.0,12.0,11.0,2,xaviergoias,,,,,,,left_only
Halerrandrio,17,175.0,1,3146.42,22.9,2.23,0.0,0.0,5.0,2.0,24908,Goiás,3146.42,0.0,0.0,5.0,2.0,1,halerrandriogoias,,,,,,,left_only
Tomás Pochettino,27,180.0,34,6803.27,24.75,2.2,0.0,0.0,10.82,15.26,2364,Fortaleza,200.09617647058823,0.0,0.0,0.318235294117647,0.4488235294117647,1,tomaspochettinofortaleza,51.0,0.0,0.0,0.0,4.0,,both
Caio Alexandre,24,174.0,33,8781.52,24.56,2.15,0.0,0.0,15.61,17.97,2530,Fortaleza,266.1066666666667,0.0,0.0,0.473030303030303,0.5445454545454546,1,caioalexandrefortaleza,,,,,,,left_only
Tobias Figueiredo,29,188.0,2,8058.77,22.19,2.2,0.0,0.0,10.0,10.5,7010,Fortaleza,4029.385,0.0,0.0,5.0,5.25,2,tobiasfigueiredofortaleza,,,,,,,left_only
Imanol Machuca,23,170.0,14,4442.33,22.25,2.61,0.0,0.0,3.93,3.64,14817,Fortaleza,317.3092857142857,0.0,0.0,0.2807142857142857,0.26,1,imanolmachucafortaleza,57.0,0.0,0.0,0.0,3.0,,both
Calebe,23,173.0,26,5869.05,23.62,2.1,0.0,0.0,7.5,10.65,15810,Fortaleza,225.7326923076923,0.0,0.0,0.2884615384615384,0.4096153846153846,1,calebefortaleza,261.0,305.0,10.0,152.5,5.0,Thigh problems,both
Marinho,33,169.0,19,5857.83,25.04,2.38,0.0,0.0,7.26,9.58,16130,Fortaleza,308.3068421052632,0.0,0.0,0.3821052631578947,0.5042105263157894,1,marinhofortaleza,95.0,0.0,0.0,0.0,5.0,,both
João Ricardo,34,186.0,31,4204.48,20.92,1.26,0.0,0.0,1.23,1.81,16166,Fortaleza,135.6283870967742,0.0,0.0,0.0396774193548387,0.0583870967741935,0,joaoricardofortaleza,62.0,62.0,1.0,62.0,1.0,Adductor injury,both
Lucas Crispim,29,178.0,15,2926.68,25.23,2.33,0.0,0.0,3.13,4.53,16167,Fortaleza,195.112,0.0,0.0,0.2086666666666666,0.302,1,lucascrispimfortaleza,,,,,,,left_only
Romarinho,29,168.0,10,3263.71,23.08,2.33,0.0,0.0,4.6,6.7,16168,Fortaleza,326.371,0.0,0.0,0.4599999999999999,0.67,1,romarinhofortaleza,,,,,,,left_only
Fernando Miguel,38,191.0,5,3119.43,20.43,1.16,0.0,0.0,1.4,1.8,16171,Fortaleza,623.886,0.0,0.0,0.2799999999999999,0.36,0,fernandomiguelfortaleza,,,,,,,left_only
Zé Welison,28,177.0,26,7315.81,26.19,2.1,0.0,0.0,9.38,11.38,16172,Fortaleza,281.3773076923077,0.0,0.0,0.3607692307692308,0.4376923076923077,1,zewelisonfortaleza,221.0,0.0,0.0,0.0,3.0,,both
Silvio Romero,34,175.0,16,2966.73,22.55,2.31,0.0,0.0,2.81,5.5,16173,Fortaleza,185.420625,0.0,0.0,0.175625,0.34375,1,silvioromerofortaleza,,,,,,,left_only
Emanuel Brítez,31,178.0,30,9072.21,23.79,2.16,0.0,0.0,9.37,11.3,16174,Fortaleza,302.407,0.0,0.0,0.3123333333333333,0.3766666666666667,1,emanuelbritezfortaleza,103.0,0.0,0.0,0.0,2.0,,both
Tinga,29,179.0,29,9541.22,26.17,2.27,0.0,0.0,10.55,15.31,16175,Fortaleza,329.0075862068965,0.0,0.0,0.3637931034482758,0.5279310344827587,1,tingafortaleza,76.0,0.0,0.0,0.0,5.0,,both
Moisés,26,175.0,6,6085.54,23.75,2.02,0.0,0.0,9.5,11.17,16176,Fortaleza,1014.2566666666668,0.0,0.0,1.5833333333333333,1.8616666666666664,1,moisesfortaleza,199.0,380.0,10.0,190.0,5.0,Foot bruise,both
Yago Pikachu,31,169.0,36,5398.96,23.58,2.26,0.0,0.0,11.11,12.72,16177,Fortaleza,149.9711111111111,0.0,0.0,0.3086111111111111,0.3533333333333333,1,yagopikachufortaleza,12.0,0.0,0.0,0.0,1.0,,both
Brayan Ceballos,21,189.0,3,7113.09,23.76,2.04,0.0,0.0,11.0,10.33,16181,Fortaleza,2371.03,0.0,0.0,3.6666666666666665,3.4433333333333334,1,brayanceballosfortaleza,,,,,,,left_only
Pedro Rocha,29,175.0,3,1695.71,21.44,2.65,0.0,0.0,1.0,2.33,16183,Fortaleza,565.2366666666667,0.0,0.0,0.3333333333333333,0.7766666666666667,1,pedrorochafortaleza,,,,,,,left_only
Hércules,22,178.0,13,6672.19,25.97,2.11,0.0,0.0,10.46,12.46,16184,Fortaleza,513.2453846153846,0.0,0.0,0.8046153846153847,0.9584615384615384,1,herculesfortaleza,263.0,526.0,2.0,263.0,1.0,Cruciate ligament tear,both
Titi,35,188.0,32,8795.58,23.79,2.13,0.0,0.0,9.81,12.84,16186,Fortaleza,274.861875,0.0,0.0,0.3065625,0.40125,1,titifortaleza,,,,,,,left_only
Marcelo Benevenuto,27,181.0,11,9018.92,23.47,2.06,0.0,0.0,10.91,13.45,16187,Fortaleza,819.9018181818182,0.0,0.0,0.9918181818181818,1.2227272727272729,1,marcelobenevenutofortaleza,,,,,,,left_only
Bruno Pacheco,31,174.0,30,8826.02,24.53,2.4,0.0,0.0,7.9,10.53,16189,Fortaleza,294.2006666666667,0.0,0.0,0.2633333333333333,0.351,1,brunopachecofortaleza,128.0,0.0,0.0,0.0,6.0,,both
Lucas Sasha,33,177.0,17,5857.95,22.75,2.14,0.0,0.0,7.12,11.29,16190,Fortaleza,344.58529411764704,0.0,0.0,0.4188235294117647,0.6641176470588235,1,lucassashafortaleza,187.0,0.0,0.0,0.0,4.0,,both
Juan Martín Lucero,31,179.0,30,7195.18,24.52,2.29,0.0,0.0,8.13,12.73,16191,Fortaleza,239.83933333333331,0.0,0.0,0.271,0.4243333333333333,1,juanmartinlucerofortaleza,38.0,0.0,0.0,0.0,2.0,,both
Thiago Galhardo,34,183.0,29,6009.23,23.01,2.17,0.0,0.0,7.93,10.97,16192,Fortaleza,207.2148275862069,0.0,0.0,0.2734482758620689,0.3782758620689655,1,thiagogalhardofortaleza,,,,,,,left_only
Dudu,26,175.0,5,5019.72,24.57,2.39,0.0,0.0,8.6,8.6,16715,Fortaleza,1003.944,0.0,0.0,1.72,1.72,1,dudufortaleza,,,,,,,left_only
Guilherme Augusto,28,178.0,28,5414.62,24.29,2.44,0.0,0.0,10.75,10.61,17016,Fortaleza,193.3792857142857,0.0,0.0,0.3839285714285714,0.3789285714285714,1,guilhermeaugustofortaleza,,,,,,,left_only
Vinicius Zanocelo,22,185.0,6,2229.98,23.19,2.2,0.0,0.0,4.83,4.5,17967,Fortaleza,371.66333333333336,0.0,0.0,0.805,0.75,1,viniciuszanocelofortaleza,,,,,,,left_only
Kauan,18,174.0,1,2383.06,22.87,2.04,0.0,0.0,1.0,3.0,18085,Fortaleza,2383.06,0.0,0.0,1.0,3.0,1,kauanfortaleza,,,,,,,left_only
Mauricio Kozlinski,31,191.0,1,3531.2,21.66,1.07,0.0,0.0,3.0,6.0,18373,Fortaleza,3531.2,0.0,0.0,3.0,6.0,0,mauriciokozlinskifortaleza,,,,,,,left_only
Gonzalo Escobar,26,171.0,11,5131.94,22.48,2.62,0.0,0.0,6.27,9.09,19612,Fortaleza,466.54,0.0,0.0,0.57,0.8263636363636363,1,gonzaloescobarfortaleza,,,,,,,left_only
Pedro Augusto,26,181.0,11,4376.67,24.47,2.39,0.0,0.0,4.0,5.18,19902,Fortaleza,397.8790909090909,0.0,0.0,0.3636363636363636,0.4709090909090909,1,pedroaugustofortaleza,102.0,0.0,0.0,0.0,2.0,,both
Matheus Fernandes,25,183.0,33,7587.35,23.4,2.32,0.0,0.0,12.67,12.88,1520,Red_Bull_Bragantino,229.919696969697,0.0,0.0,0.3839393939393939,0.3903030303030303,1,matheusfernandesredbullbragantino,216.0,0.0,0.0,0.0,9.0,,both
Vitinho,24,181.0,33,6763.98,24.39,2.59,0.0,0.0,13.88,13.58,8378,Red_Bull_Bragantino,204.9690909090909,0.0,0.0,0.4206060606060606,0.4115151515151515,1,vitinhoredbullbragantino,25.0,0.0,0.0,0.0,2.0,,both
Lucas Cunha,26,186.0,1,7377.76,23.43,2.19,0.0,0.0,6.0,10.0,11542,Red_Bull_Bragantino,7377.76,0.0,0.0,6.0,10.0,2,lucascunharedbullbragantino,,,,,,,left_only
Ignacio Laquintana,24,173.0,4,5087.73,22.95,2.22,0.0,0.0,12.25,12.0,15187,Red_Bull_Bragantino,1271.9325,0.0,0.0,3.0625,3.0,1,ignaciolaquintanaredbullbragantino,124.0,226.0,2.0,226.0,2.0,Ankle injury,both
Eduardo Sasha,31,173.0,33,7259.2,23.69,2.34,0.0,0.0,10.03,14.3,15805,Red_Bull_Bragantino,219.9757575757576,0.0,0.0,0.3039393939393939,0.4333333333333333,1,eduardosasharedbullbragantino,152.0,0.0,0.0,0.0,5.0,,both
Lucão,22,190.0,5,4133.98,22.36,1.21,0.0,0.0,2.2,3.6,18012,Red_Bull_Bragantino,826.7959999999999,0.0,0.0,0.44,0.72,0,lucaoredbullbragantino,121.0,0.0,0.0,0.0,2.0,,both
Léo Ortiz,27,185.0,20,7976.17,25.27,2.28,0.0,0.0,7.25,10.2,18014,Red_Bull_Bragantino,398.8085,0.0,0.0,0.3625,0.51,1,leoortizredbullbragantino,,,,,,,left_only
Natan,22,188.0,10,8476.78,23.43,2.21,0.0,0.0,12.5,17.7,18015,Red_Bull_Bragantino,847.6780000000001,0.0,0.0,1.25,1.77,1,natanredbullbragantino,,,,,,,left_only
Leonardo Realpe,22,186.0,21,8121.57,23.22,2.23,0.0,0.0,8.81,12.29,18017,Red_Bull_Bragantino,386.74142857142857,0.0,0.0,0.4195238095238095,0.5852380952380952,1,leonardorealperedbullbragantino,,,,,,,left_only
Luan Patrick,21,190.0,14,8055.88,22.96,2.28,0.0,0.0,9.64,14.0,18018,Red_Bull_Bragantino,575.42,0.0,0.0,0.6885714285714286,1.0,1,luanpatrickredbullbragantino,,,,,,,left_only
Luan Cândido,22,187.0,22,5351.8,24.17,2.59,0.0,0.0,5.32,7.36,18019,Red_Bull_Bragantino,243.2636363636364,0.0,0.0,0.2418181818181818,0.3345454545454545,1,luancandidoredbullbragantino,174.0,480.0,4.0,240.0,2.0,Leg injury,both
Juninho Capixaba,26,176.0,34,9231.25,24.44,2.49,0.0,0.0,14.59,19.35,18020,Red_Bull_Bragantino,271.50735294117646,0.0,0.0,0.4291176470588235,0.5691176470588236,1,juninhocapixabaredbullbragantino,115.0,0.0,0.0,0.0,2.0,,both
Andrés Hurtado,21,178.0,25,6932.96,23.27,2.54,0.0,0.0,8.24,11.72,18021,Red_Bull_Bragantino,277.3184,0.0,0.0,0.3296,0.4688,1,andreshurtadoredbullbragantino,,,,,,,left_only
